id,dt_tm,lang,retweet,name,body,lat,lon
1049733470178746369,Tue Oct 09 18:48:57 +0000 2018,en,0,StephenPoore804,@s_sprimuss I've used the Iphone Xs for two weeks - I'm going to have to disagree here.  Google's image processing… https://t.co/B6INSIqf7v,,
1049733483306864645,Tue Oct 09 18:49:00 +0000 2018,en,1,sh0rtshelflife,RT @VastAgency: We figured we would give one of these away; want to win? Follow the instructions below; go!  🎉 iPhone Xs Max 👋 Tag Your Fri…,,
1049733487492820993,Tue Oct 09 18:49:01 +0000 2018,en,1,JohnAtMacMobile,RT @AppleSupport: New to iPhone XS? Check out our YouTube video for a quick overview of all the gestures you can use.  See it here: https:/…,,
1049733495982120971,Tue Oct 09 18:49:03 +0000 2018,en,1,sh0rtshelflife,RT @VBI: Our biggest prize yet. VBI &amp; Vast are back with a HOT #iPhoneXSMax giveaway. Because you deserve all the nice things:  🎉 iPhone Xs…,,
1049733501308686336,Tue Oct 09 18:49:04 +0000 2018,en,1,PPXCX,RT @RedArmband: Lmao. They just punch the iPhone Xs in its throat  #madebygoogle https://t.co/3dqJCMsSUJ,,
1049733499543019520,Tue Oct 09 18:49:04 +0000 2018,en,0,domainleycom,Apple iPhone XS and XS MAX Review https://t.co/jEqS07MyjZ #engadget #technology https://t.co/RseKYHoPBx,,
1049733508933926912,Tue Oct 09 18:49:06 +0000 2018,en,1,tweetsbymeme_,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049733509533691905,Tue Oct 09 18:49:06 +0000 2018,en,0,UKiPhoneSales,eBay: Apple iPhone XS Max - 512GB - Space Grey (Unlocked) A2101 (GSM) https://t.co/VPZ53m8vBy https://t.co/0pd9fuubGU,,
1049733512490708992,Tue Oct 09 18:49:07 +0000 2018,en,0,Latinos331,Google Pixel 3 and Pixel 3 XL are here to take on the iPhone XS and Galaxy S9 https://t.co/kFiBwodQAg https://t.co/nRWmpYKvNg,,
1049733550348652544,Tue Oct 09 18:49:16 +0000 2018,en,0,Burhanmoizebrah,IPhone X;Iphone XS; IPhone XR; IPhone 6s; IPhone 6;Iphone Max Price : 750 Negotiable  Contact :0736668853 What's up… https://t.co/y7cNf43o6y,,
1049733560767324161,Tue Oct 09 18:49:18 +0000 2018,en,1,emmalee1523,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049733579134132224,Tue Oct 09 18:49:23 +0000 2018,en,1,max_ryan1,RT @Chris22hdz: This is how everyone iPhone be since the Xs’s came out https://t.co/IcEnkiTU5R,,
1049733619093254144,Tue Oct 09 18:49:32 +0000 2018,en,1,achkatapopov,RT @cultofmac: iPhone XS Max display is scientifically healthier for your eyes https://t.co/wBjySxfEew by @bst3r @cultofmac https://t.co/0F…,,
1049733642388496385,Tue Oct 09 18:49:38 +0000 2018,en,1,JohnKirk,RT @gokhanaj: In addition; iPhone XS will be supported 4+ years by Apple. iPhone 5s from 2013 got iOS12; whereas Google nexus phone from 20…,,
1049733671677247489,Tue Oct 09 18:49:45 +0000 2018,en,0,lylac41,iDrop News is giving away a free iPhone XS Max in February! Enter to win now. https://t.co/gVtiOGUhVJ,,
1049733684734111748,Tue Oct 09 18:49:48 +0000 2018,en,1,OludoyinT,RT @Baddman20: Wife: Baby you promise to always make me happy  Husbby: Yes honey; I’ll always do  Wife: Can you buy me an iPhone Xr? https:…,,
1049733687011667968,Tue Oct 09 18:49:48 +0000 2018,en,1,armandeew,RT @soulless_one9: Me taking selfies on my new iPhone Xs after looking at my bank account https://t.co/wln1CNyI37,,
1049733692757762048,Tue Oct 09 18:49:50 +0000 2018,en,1,ehzawad,RT @RedArmband: Lmao. They just punch the iPhone Xs in its throat  #madebygoogle https://t.co/3dqJCMsSUJ,,
1049733717894283265,Tue Oct 09 18:49:56 +0000 2018,en,0,domainleycom,The iPhone XR Is Depressing... https://t.co/gk3orKcRif #iphone_xr #iphone https://t.co/Tne2dV5CcF,,
1049733725121118208,Tue Oct 09 18:49:57 +0000 2018,en,0,domainleycom,The iPhone XR Is Depressing... https://t.co/gk3orKcRif #iphone_xr #iphone https://t.co/uSyI88T037,,
1049733746746945537,Tue Oct 09 18:50:02 +0000 2018,en,0,whitestonedome,Caviar decks the iPhone XS Max in diamonds; carbon; titanium and gold https://t.co/i3W0MFGlsV… https://t.co/75qWlaU5In,,
1049733764975194112,Tue Oct 09 18:50:07 +0000 2018,en,0,tpoholmes,1 (of 5) Pencil: smaller; works w/iPhone XS &amp; Max; connects à la Crayon; and charges via the new smart connector as well as lightening.,,
1049733782914433024,Tue Oct 09 18:50:11 +0000 2018,en,1,squadv9,RT @bitcoinagile: Apples Latest iPhones Boost Stock Momentum  PYMNTScom #Blockchain #Bitcoin #BTC https://t.co/f63vNM9bqB https://t.co/D80e…,,
1049733802384347137,Tue Oct 09 18:50:16 +0000 2018,en,1,AppleEducate,RT @iDropNews: iPhone XS Max's Phenomenal Sound Blows Away the Competition #applenews https://t.co/FXPPaQ7JYa https://t.co/5Mqf9H7Ul2,,
1049733814203879424,Tue Oct 09 18:50:19 +0000 2018,en,1,dreeaaabby,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049733814358929408,Tue Oct 09 18:50:19 +0000 2018,en,0,Elvalu1015,Check out what I just added to my closet on Poshmark: NEW! Supreme iPhone X iPhone XS iPhone xs max case.… https://t.co/3uGjzPnjkb,,
1049733821762031617,Tue Oct 09 18:50:20 +0000 2018,en,1,ShahuShay,RT @geekyranjit: The front facing speakers on the Pixel 3 XL are even slightly louder than iPhone XS Max which I thought were the loudest &amp;…,,
1049733842209316866,Tue Oct 09 18:50:25 +0000 2018,en,1,carapinna,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049733861733687296,Tue Oct 09 18:50:30 +0000 2018,en,1,simplyrobbb,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049733872844328960,Tue Oct 09 18:50:33 +0000 2018,en,0,shubham98271,@limitedmage Google will launch its budget device in 2019... And its price will definitely be lower than the appare… https://t.co/2kDV4UD9IK,,
1049733881472176136,Tue Oct 09 18:50:35 +0000 2018,en,0,JoeShutter,Apple announces iPhone XS; iPhone XS Max; iPhone XR; coming September 21 https://t.co/xLp28bvqEv,,
1049733931459842051,Tue Oct 09 18:50:47 +0000 2018,en,0,WladimirPulgar,@OliviaAnta @Pablosego92 https://t.co/NptordZih1  Google WIN,,
1049733946857148417,Tue Oct 09 18:50:50 +0000 2018,en,0,Geek_Fred,@vladsavov Does it have lancome-auto-filter like the iPhone Xs Max? The one discovered by @UnboxTherapy 😂,,
1049733949511979008,Tue Oct 09 18:50:51 +0000 2018,en,1,aasshhanttaaee,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049733955468107780,Tue Oct 09 18:50:52 +0000 2018,en,0,dougreuter,@andrewmartonik any chance everyone forgot to tell us that we can now use the eSIM and nano-sim simultaneously for… https://t.co/lX3DWK4JL9,,
1049733962971734016,Tue Oct 09 18:50:54 +0000 2018,en,0,domainleycom,I'm Switching To The iPhone XS Max... https://t.co/3C7OZX9Jmk #iphone_xs_max #iphone_xs https://t.co/O8p4YnatIk,,
1049733974992531456,Tue Oct 09 18:50:57 +0000 2018,en,1,shlllum,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734001185804288,Tue Oct 09 18:51:03 +0000 2018,en,0,1Ph0n3v4d3r,How the Google Pixel 3 stacks up against the iPhone XS and Galaxy S9 https://t.co/oDPEbsFiWV,,
1049734017900105728,Tue Oct 09 18:51:07 +0000 2018,en,1,amirhilmii,RT @theMrMobile: Pixel 3 &amp; 3XL. 40% louder speakers. Better displays. Wireless charging.  Camera: Top Shot selection; enhanced digital zoom…,,
1049734024846090241,Tue Oct 09 18:51:09 +0000 2018,en,1,ZadockNyash,RT @RedArmband: Lmao. They just punch the iPhone Xs in its throat  #madebygoogle https://t.co/3dqJCMsSUJ,,
1049734052314603520,Tue Oct 09 18:51:15 +0000 2018,en,0,domainleycom,I'm Switching To The iPhone XS Max... https://t.co/3C7OZX9Jmk #iphone_xs_max #iphone_xs https://t.co/AC4YjozvoM,,
1049734070098219008,Tue Oct 09 18:51:20 +0000 2018,en,1,b7bouttodrop,RT @JonyIveParody: There has never been a better time to switch to iPhone. https://t.co/CZcdof3YcN #MadeByGoogle,,
1049734106848755712,Tue Oct 09 18:51:28 +0000 2018,en,1,liylord,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734113366700033,Tue Oct 09 18:51:30 +0000 2018,en,1,uziiieeelll,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734118035124225,Tue Oct 09 18:51:31 +0000 2018,en,1,RangerStation,RT @verge: How the Google Pixel 3 stacks up against the iPhone XS and Galaxy S9 https://t.co/xxdPHUajmG https://t.co/JKPbdgnKwo,,
1049734131058397184,Tue Oct 09 18:51:34 +0000 2018,en,0,bloglassimarket,iPhone Xs MAX Durability Test – How weak is the big iPhone? https://t.co/MAKpYxWHpy,,
1049734139958714369,Tue Oct 09 18:51:36 +0000 2018,en,1,olizone,RT @MTRNICA: ayo ever since the iphone XS came out my phone’s been doing the most,,
1049734172124831747,Tue Oct 09 18:51:44 +0000 2018,en,1,apriiiiiils,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734175463370752,Tue Oct 09 18:51:45 +0000 2018,en,1,sannddyy_rivass,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734189048889346,Tue Oct 09 18:51:48 +0000 2018,en,1,doria_mauroo,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734204844625926,Tue Oct 09 18:51:52 +0000 2018,en,1,bettygamez__,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734236553523200,Tue Oct 09 18:51:59 +0000 2018,en,0,domainleycom,iPhone XS; XS Max; XR - Did Apple Do Enough? https://t.co/dj1pCLo83d #iphone #iphone_xs https://t.co/h8VXV0JxKj,,
1049734243113476097,Tue Oct 09 18:52:01 +0000 2018,en,1,adamaris_avila,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734258045145092,Tue Oct 09 18:52:04 +0000 2018,en,1,Grayysoul,RT @Clinton_Vice_B: This one Off me sha 👀👀👀👀👀👀👀👀😳😳  3 months old Married pregnant woman booking appointment with her Lover all because he o…,,
1049734270980243456,Tue Oct 09 18:52:07 +0000 2018,en,1,nattideleon,RT @Chris22hdz: This is how everyone iPhone be since the Xs’s came out https://t.co/IcEnkiTU5R,,
1049734275585777664,Tue Oct 09 18:52:09 +0000 2018,en,1,happyynatalie,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734284741828608,Tue Oct 09 18:52:11 +0000 2018,en,1,sriharikaranth,RT @jcsorin: So ridiculous how @Google used the brightness on the #Pixel3 to troll #Apple and the #iPhoneXS 😂😂😂 Hey guys; here an iPhone XS…,,
1049734293424144385,Tue Oct 09 18:52:13 +0000 2018,en,1,eveclara17,RT @RedArmband: Lmao. They just punch the iPhone Xs in its throat  #madebygoogle https://t.co/3dqJCMsSUJ,,
1049734295206662144,Tue Oct 09 18:52:13 +0000 2018,en,1,screamqueens98,RT @bossassbutera: you know damn well you bought that https://t.co/HE9Jixuzyt,,
1049734299283574785,Tue Oct 09 18:52:14 +0000 2018,en,1,jessmoncibaiz,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734300659113984,Tue Oct 09 18:52:15 +0000 2018,en,1,sriharikaranth,RT @DonnyPradiptaa: Lowlight photos iPhone XS vs Google Pixel 3. Savage!  #pixel3 #madebygoogle https://t.co/vuN03IlYFA,,
1049734302777438209,Tue Oct 09 18:52:15 +0000 2018,en,1,JamesOverett,RT @hannahwitton: ✨NEW VIDEO✨  New iPhone XS &amp; homeware! - my september faves 💛  Enjoy &amp; please retweet!  https://t.co/DOrdlvTFkf https://t…,,
1049734320460574720,Tue Oct 09 18:52:19 +0000 2018,en,0,RachelElmore1,I entered to win a brand new iPhone Xs Plus thanks to SUPCASE! https://t.co/wks4Yp11iK,,
1049734335522168832,Tue Oct 09 18:52:23 +0000 2018,en,1,rajkumarsamra,RT @DonnyPradiptaa: Lowlight photos iPhone XS vs Google Pixel 3. Savage!  #pixel3 #madebygoogle https://t.co/vuN03IlYFA,,
1049734352450609153,Tue Oct 09 18:52:27 +0000 2018,en,1,yagirlaraceli,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734369664004097,Tue Oct 09 18:52:31 +0000 2018,en,0,tingshenphoto,@Joshhana Just go for the IPhone upgrade program and get the Xs,,
1049734379390623745,Tue Oct 09 18:52:33 +0000 2018,en,1,tropicanuhh,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734378333642752,Tue Oct 09 18:52:33 +0000 2018,en,0,UPointeSpeight,Zero down to apply at Open House tmrw 12-7pm!  Live DJ; Free food; and prize drawings for Smart TV's; Echo Dots; &amp;… https://t.co/smPrKhl5h7,,
1049734399435177985,Tue Oct 09 18:52:38 +0000 2018,en,0,domainleycom,iPhone XS; XS Max; XR - Did Apple Do Enough? https://t.co/dj1pCLo83d #iphone #iphone_xs https://t.co/BDqd0TPuVv,,
1049734406703853575,Tue Oct 09 18:52:40 +0000 2018,en,0,therapycol,****DISPONIBLE**** Apple Iphone XS MAX 64gb y XS gold color Black  #smartphone #powerbank #bogota #iphone #iphonex… https://t.co/xnyNyCI9rg,,
1049734413691445248,Tue Oct 09 18:52:42 +0000 2018,en,1,rajkumarsamra,RT @JonyIveParody: Looking forward to all the pundits/bloggers/YouTubers who said the iPhone XS was “just an incremental upgrade” to iPhone…,,
1049734429957074944,Tue Oct 09 18:52:45 +0000 2018,en,1,junniiior__,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734437955497984,Tue Oct 09 18:52:47 +0000 2018,en,1,joX2x6Lf2waElGo,RT @RedArmband: Lmao. They just punch the iPhone Xs in its throat  #madebygoogle https://t.co/3dqJCMsSUJ,,
1049734459518373893,Tue Oct 09 18:52:52 +0000 2018,en,0,sara870816,@JonyIveParody I’m not against android or iPhone; I have Xs max 512gb; but the funny thing is when google announce… https://t.co/SLQYgu1xzo,,
1049734476807450625,Tue Oct 09 18:52:57 +0000 2018,en,1,arique_ahmed,RT @VastAgency: We figured we would give one of these away; want to win? Follow the instructions below; go!  🎉 iPhone Xs Max 👋 Tag Your Fri…,,
1049734489939869697,Tue Oct 09 18:53:00 +0000 2018,en,1,arique_ahmed,RT @VBI: Our biggest prize yet. VBI &amp; Vast are back with a HOT #iPhoneXSMax giveaway. Because you deserve all the nice things:  🎉 iPhone Xs…,,
1049734500522098688,Tue Oct 09 18:53:02 +0000 2018,en,1,YooViccc,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734501298069504,Tue Oct 09 18:53:02 +0000 2018,en,0,CsM_Samson,Very peak,,
1049734529781551104,Tue Oct 09 18:53:09 +0000 2018,en,1,Sexy_Astronaut,RT @JustinTse: iPhone Xs and Xs Max Camera - Big Improvement? (feat. @elkins_sam)   https://t.co/DQ0U09j9jq https://t.co/xU8M9nLR8B,,
1049734541160534016,Tue Oct 09 18:53:12 +0000 2018,en,0,menotanexpert,@DisplayMate Wait does this mean the Pixel 3 XL has better display than the Note 9 &amp; iPhone XS Max? lolwut? ur kiddin right?,,
1049734545501773827,Tue Oct 09 18:53:13 +0000 2018,en,0,cyrillic_nl,@9to5mac @benlovejoy The iPhone XS skin smoothing feature works wonders on adult film footage,,
1049734554909597699,Tue Oct 09 18:53:15 +0000 2018,en,1,azizmahadbi15,RT @VBI: Our biggest prize yet. VBI &amp; Vast are back with a HOT #iPhoneXSMax giveaway. Because you deserve all the nice things:  🎉 iPhone Xs…,,
1049734562505474048,Tue Oct 09 18:53:17 +0000 2018,en,0,cadufernandes13,iPhone XS Max’s Phenomenal Sound Blows Away the Competition https://t.co/fVYdd3ex3K,,
1049734588275273728,Tue Oct 09 18:53:23 +0000 2018,en,1,azizmahadbi15,RT @VastAgency: We figured we would give one of these away; want to win? Follow the instructions below; go!  🎉 iPhone Xs Max 👋 Tag Your Fri…,,
1049734622291156993,Tue Oct 09 18:53:31 +0000 2018,en,0,ElJef2,@MetroByTMobile will you guys have the iPhone Xs Max?,,
1049734665840418817,Tue Oct 09 18:53:42 +0000 2018,en,1,rajkumarsamra,RT @verge: How the Google Pixel 3 stacks up against the iPhone XS and Galaxy S9 https://t.co/xxdPHUajmG https://t.co/JKPbdgnKwo,,
1049734694592532481,Tue Oct 09 18:53:48 +0000 2018,en,1,Sexy_Astronaut,RT @JustinTse: iPhone Xs and Xs Max - My Experience!  https://t.co/1zE4X3jl7e https://t.co/Zi5dl47bjZ,,
1049734705174761472,Tue Oct 09 18:53:51 +0000 2018,en,1,DarleneLove23,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734704671453191,Tue Oct 09 18:53:51 +0000 2018,en,0,domainleycom,iPhone XS &amp; XS Max Review: Do You Need to Upgrade? | WIRED https://t.co/CA4z2YZUuk #apple #gadget https://t.co/jhiI3kxgaR,,
1049734707548688384,Tue Oct 09 18:53:52 +0000 2018,en,1,Deshysmalls,RT @Clinton_Vice_B: This one Off me sha 👀👀👀👀👀👀👀👀😳😳  3 months old Married pregnant woman booking appointment with her Lover all because he o…,,
1049734716075757568,Tue Oct 09 18:53:54 +0000 2018,en,1,Mikey92i,RT @TopTechStories1: Google Pixel 3 XL vs iPhone XS Max: What’s the Difference https://t.co/rOvvUYr2pf https://t.co/SdKVmnxNpk,,
1049734727517777922,Tue Oct 09 18:53:56 +0000 2018,en,0,p_effects,Pink Flowers Black White Chevron Pattern Design iPhone XS Case https://t.co/7GokggNgxA  #iphone #iphonecase… https://t.co/yX6va2QF5f,,
1049734751416922112,Tue Oct 09 18:54:02 +0000 2018,en,1,iCarlospro,RT @josejacas: Made a few friends today 📸 iPhone XS #shotoniphone https://t.co/KmW0EMLo1I,,
1049734771310514177,Tue Oct 09 18:54:07 +0000 2018,en,0,domainleycom,iPhone XS &amp; XS Max Review: Do You Need to Upgrade? | WIRED https://t.co/CA4z2YZUuk #apple #gadget https://t.co/WMJJg37JRN,,
1049734805867425792,Tue Oct 09 18:54:15 +0000 2018,en,0,Deshysmalls,We need to hear her side of the story before jumping the gun.,,
1049734812423127040,Tue Oct 09 18:54:17 +0000 2018,en,1,Ernesto_lopez15,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734816596484098,Tue Oct 09 18:54:18 +0000 2018,en,1,Deshysmalls,RT @Clinton_Vice_B: This one Off me sha 👀👀👀👀👀👀👀👀😳😳  3 months old Married pregnant woman booking appointment with her Lover all because he o…,,
1049734820069302275,Tue Oct 09 18:54:18 +0000 2018,en,1,JPiniotes,RT @iDropNews: Follow the link to earn your chances to win a FREE unlocked 64GB iPhone XS Max from @iDropNews 🎉  Giveaway ends February 14t…,,
1049734823059841024,Tue Oct 09 18:54:19 +0000 2018,en,0,sdiori,Need a camera shootout with the Pixel 3 XL and iPhone Xs Max,,
1049734823940513792,Tue Oct 09 18:54:19 +0000 2018,en,0,yezirclarke,@Tilen06149200 @nrkrishna26 @beebomco The Exposure on iPhone Xs pic is also really bad. Google messed up big time t… https://t.co/xb2q6CPTDP,,
1049734833566621697,Tue Oct 09 18:54:22 +0000 2018,en,0,50graphics2017,50 Best Free iPhone X; XS; XS Max and XR Mockups https://t.co/qBU0TBuD3s #iPhoneX #iPhoneXS #iPhoneXSMax #iPhoneXR… https://t.co/RscuHPAlO1,,
1049734837089853442,Tue Oct 09 18:54:22 +0000 2018,en,0,brzozowscy,yo check out my new iPhone XS https://t.co/l6bq5jphbB,,
1049734859306881024,Tue Oct 09 18:54:28 +0000 2018,en,1,stefmontenegro,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734885274017793,Tue Oct 09 18:54:34 +0000 2018,en,1,wanjiranjamio,RT @eligitimate: @Zigizy_ Lanes!!!! Having the original one back in the day was the equivalent of iphone XS,,
1049734889568899073,Tue Oct 09 18:54:35 +0000 2018,en,0,ikigaimeans,@AppleSupport hi! What should I do if I got a green line on an iPhone Xs screen? I can’t visit Apple store right no… https://t.co/W52luOD1uY,,
1049734897437413383,Tue Oct 09 18:54:37 +0000 2018,en,1,NIY2X,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734900738347009,Tue Oct 09 18:54:38 +0000 2018,en,1,Jayyyy_y,RT @Apple: Welcome to the big screens. The new iPhone XS and iPhone XS Max are here.,,
1049734903699394560,Tue Oct 09 18:54:38 +0000 2018,en,1,FobbsBruh,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734904538263552,Tue Oct 09 18:54:39 +0000 2018,en,1,Roger_Syngkli,RT @geekyranjit: The front facing speakers on the Pixel 3 XL are even slightly louder than iPhone XS Max which I thought were the loudest &amp;…,,
1049734908996857856,Tue Oct 09 18:54:40 +0000 2018,en,0,wccjjj,Pixel 3; Note 9; or iPhone XS?,,
1049734919524507648,Tue Oct 09 18:54:42 +0000 2018,en,1,jaydenescobar_,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734920619380736,Tue Oct 09 18:54:42 +0000 2018,en,1,beingebadhkhan,RT @RedArmband: Lmao. They just punch the iPhone Xs in its throat  #madebygoogle https://t.co/3dqJCMsSUJ,,
1049734926185222146,Tue Oct 09 18:54:44 +0000 2018,en,1,leelis__,RT @Clinton_Vice_B: This one Off me sha 👀👀👀👀👀👀👀👀😳😳  3 months old Married pregnant woman booking appointment with her Lover all because he o…,,
1049734940366012416,Tue Oct 09 18:54:47 +0000 2018,en,1,YouHoesLosin,RT @AR72014: #wallpaper #iOS #homescreen #background #backgrounds   Download my last Gradient Special Edition #wallpapers for #iPhoneXSMax…,,
1049734964978302976,Tue Oct 09 18:54:53 +0000 2018,en,1,Ramirez15Erik,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049734988428644358,Tue Oct 09 18:54:59 +0000 2018,en,1,GorgeoussLe,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049735006434861057,Tue Oct 09 18:55:03 +0000 2018,en,0,mo_crazze,Waiting for HIV test result after travelling to Abuja to get money 4 iPhone Xs... Runs girls how market. https://t.co/Ls48uOId8E,,
1049735010087915520,Tue Oct 09 18:55:04 +0000 2018,en,1,Jessica76301085,RT @lijkani: This fucking iPhone Xs Max camera is so clear. You can just take a picture of a nigga and see all the fucking lies 😩,,
1049735018090831874,Tue Oct 09 18:55:06 +0000 2018,en,1,yalocalhomie,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049735025351114752,Tue Oct 09 18:55:07 +0000 2018,en,0,domainleycom,Apple Launch Recap: iPhone XS; XS Max; XR - Everything You Need to Know | WIRED https://t.co/L2GsiVrCbl #apple… https://t.co/U1pbNTDFxr,,
1049735042900127745,Tue Oct 09 18:55:12 +0000 2018,en,1,malikjluck,RT @chris3sparza: I dedass found a brand new  gold iPhone Xs in the parking lot of the mall retweet for good luck🤣 https://t.co/m6nBsTs7rW,,
1049735081001148416,Tue Oct 09 18:55:21 +0000 2018,en,0,AmyDavies,Testing the iPhone XS this week... Still hasn't beaten the Huawei P20 Pro according to DxO Mark but early impressio… https://t.co/fNt7dKoDwZ,51.4528,-3.61167
